"Hostname: xiaomimi-solus"
"Phidget: 647540"
"Name: Example"
"Tag(s) or info: "
"Label: demo2"
"Poll rate: 0.2s"
"Program initialization: 2021-11-07 06:44:21"
"Scheduled to record until: 2021-11-07 06:49:00"
"chan0 to chan3: K-type thermocouples"
"chan4: internal temperature"

"time","chan0","chan1","chan2","chan3","chan4"
"2021-11-07 06:45:26.477787","23.4738","22.9281","23.064","23.1055","24.7323"
"2021-11-07 06:45:26.678180","23.4918","22.9041","23.0552","23.1055","24.7331"
"2021-11-07 06:45:26.878409","23.4813","22.9041","23.0552","23.1113","24.7308"
"2021-11-07 06:45:27.078837","23.4813","22.9158","23.0666","23.1057","24.7308"
"2021-11-07 06:45:27.279426","23.4771","22.8815","23.0673","23.1161","24.7315"
"2021-11-07 06:45:27.479834","23.4722","22.9015","23.0551","23.1088","24.7315"
"2021-11-07 06:45:27.680215","23.4691","22.9083","23.0551","23.1088","24.7315"
"2021-11-07 06:45:27.881111","23.4691","22.9083","23.0618","23.0845","24.7316"
"2021-11-07 06:45:28.081590","23.4796","22.9023","23.0486","23.0876","24.7323"
"2021-11-07 06:45:28.282165","23.4827","22.8873","23.0535","23.1096","24.7323"
"2021-11-07 06:45:28.482869","23.4746","22.9065","23.06","23.1096","24.7323"
"2021-11-07 06:45:28.683447","23.4737","22.9065","23.06","23.1039","24.733"
"2021-11-07 06:45:28.883859","23.4737","22.898","23.0615","23.0859","24.733"
"2021-11-07 06:45:29.084333","23.4793","22.9038","23.0671","23.0915","24.7338"
"2021-11-07 06:45:29.284896","23.4834","22.9355","23.0493","23.081","24.7338"
"2021-11-07 06:45:29.485469","23.4845","22.8966","23.0493","23.081","24.733"
"2021-11-07 06:45:29.686065","23.4818","22.8966","23.065","23.1086","24.7338"
"2021-11-07 06:45:29.886532","23.4818","22.9102","23.0587","23.1026","24.7352"
"2021-11-07 06:45:30.087074","23.4856","22.9052","23.0563","23.0953","24.7352"
"2021-11-07 06:45:30.287598","23.4856","22.9402","23.0563","23.0953","24.7352"
"2021-11-07 06:45:30.488051","23.4838","22.8859","23.0563","23.0953","24.7359"
"2021-11-07 06:45:30.688680","23.4838","22.8859","23.0594","23.1131","24.7359"
"2021-11-07 06:45:30.889366","23.4765","22.8924","23.056","23.1219","24.7374"
"2021-11-07 06:45:31.090122","23.4706","22.9024","23.0536","23.1219","24.7374"
"2021-11-07 06:45:31.290549","23.4619","22.8959","23.0716","23.1219","24.7374"
"2021-11-07 06:45:31.491047","23.4734","22.8959","23.0716","23.0953","24.7352"
"2021-11-07 06:45:31.691403","23.4734","22.9102","23.0539","23.0904","24.7352"
"2021-11-07 06:45:31.891820","23.4709","22.8927","23.0514","23.0904","24.7352"
"2021-11-07 06:45:32.092263","23.4856","22.8852","23.0539","23.1173","24.7352"
"2021-11-07 06:45:32.292725","23.4701","22.9119","23.0539","23.1173","24.7344"
"2021-11-07 06:45:32.493270","23.4701","22.9119","23.058","23.082","24.7366"
"2021-11-07 06:45:32.693596","23.4845","22.8959","23.0521","23.118","24.7359"
"2021-11-07 06:45:32.894147","23.4828","22.9049","23.0536","23.095","24.7374"
"2021-11-07 06:45:33.094551","23.4706","22.8749","23.0511","23.095","24.7374"
"2021-11-07 06:45:33.295136","23.4609","22.8749","23.0511","23.1072","24.7374"
"2021-11-07 06:45:33.495403","23.4609","22.9074","23.0493","23.1029","24.738"
"2021-11-07 06:45:33.695832","23.4619","22.8984","23.0472","23.0984","24.7359"
"2021-11-07 06:45:33.896669","23.4677","22.9069","23.0482","23.0823","24.7359"
"2021-11-07 06:45:34.097111","23.4604","22.9294","23.0482","23.0823","24.7344"
"2021-11-07 06:45:34.297387","23.4596","22.9294","23.0677","23.123","24.7336"
"2021-11-07 06:45:34.498326","23.4596","22.8922","23.0509","23.0924","24.7322"
"2021-11-07 06:45:34.698811","23.4737","22.883","23.0493","23.0883","24.733"
"2021-11-07 06:45:34.899244","23.4639","22.898","23.0615","23.0883","24.733"
"2021-11-07 06:45:35.099706","23.4663","22.898","23.0615","23.098","24.733"
"2021-11-07 06:45:35.300342","23.4663","22.898","23.0615","23.1029","24.733"
"2021-11-07 06:45:35.500918","23.4718","22.8986","23.062","23.0889","24.7336"
"2021-11-07 06:45:35.701405","23.4669","22.9011","23.0377","23.0962","24.7336"
"2021-11-07 06:45:35.901871","23.4652","22.9043","23.0579","23.0962","24.7336"
"2021-11-07 06:45:36.102432","23.4474","22.9043","23.0579","23.0962","24.7336"
"2021-11-07 06:45:36.303005","23.4474","22.8826","23.0513","23.0977","24.7351"
"2021-11-07 06:45:36.503528","23.4604","22.8969","23.0726","23.097","24.7344"
"2021-11-07 06:45:36.704076","23.4538","22.8876","23.0538","23.0879","24.7344"
"2021-11-07 06:45:36.904514","23.4513","22.8776","23.0538","23.0879","24.7351"
"2021-11-07 06:45:37.105054","23.4513","22.8776","23.0593","23.0959","24.7358"
"2021-11-07 06:45:37.305551","23.4618","22.8779","23.0419","23.0858","24.7379"
"2021-11-07 06:45:37.506102","23.4631","22.8947","23.0534","23.1143","24.7372"
"2021-11-07 06:45:37.706536","23.468","22.8797","23.0534","23.1143","24.7372"
"2021-11-07 06:45:37.907108","23.4517","22.8797","23.0534","23.1102","24.738"
"2021-11-07 06:45:38.107568","23.4517","22.863","23.067","23.0939","24.7387"
"2021-11-07 06:45:38.307975","23.4629","22.8895","23.0556","23.0995","24.7395"
"2021-11-07 06:45:38.508383","23.4654","22.882","23.0629","23.0873","24.7395"
"2021-11-07 06:45:38.708833","23.4459","22.877","23.0605","23.0873","24.7395"
"2021-11-07 06:45:38.909227","23.4507","22.877","23.0605","23.1312","24.7395"
"2021-11-07 06:45:39.109681","23.4507","22.882","23.0678","23.1117","24.7395"
"2021-11-07 06:45:39.310064","23.4564","22.8903","23.0588","23.1174","24.7403"
"2021-11-07 06:45:39.510518","23.4752","22.8896","23.0679","23.1094","24.7403"
"2021-11-07 06:45:39.711074","23.4533","22.8996","23.0679","23.1094","24.7396"
"2021-11-07 06:45:39.911522","23.4533","22.8996","23.0439","23.0976","24.7375"
"2021-11-07 06:45:40.112092","23.4585","22.87","23.0537","23.1098","24.7375"
